id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
165,"Theo Nghị định 99/2021/NĐ-CP, chi phí kiểm toán độc lập tối thiểu là?",1 triệu đồng và cộng với thuế giá trị gia tăng.  ,3 triệu đồng cộng với thuế giá trị gia tăng.,4 triệu đồng cộng với thuế giá trị gia tăng.,5 triệu đồng cộng với thuế giá trị gia tăng.,1,"Khoản b, Điểm 1 Điều 46 Nghị định 99/2021/NĐ-CP "
166,"Theo Nghị định 99/2021/NĐ-CP, các khoản chi phí đầu tư nào sau đây không tính vào giá trị tài sản?","Chi phí sửa chữa, khắc phục hậu quả thiên tai","Chi phí đào tạo, tăng cường và nâng cao năng lực cho cơ quan quản lý hoặc cộng đồng",Chi phí đầu tư thiệt hại do nguyên nhân chủ quan như khối lượng đầu tư bị hủy bỏ theo quyết định của cấp có thẩm quyền,Bao gồm tất cả đáp án,4,Khoản 2 Điều 41 Nghị định số 99/2021/NĐ-CP
167,"Theo Nghị định 72/2023/NĐ-CP, giá mua xe ô tô 1 cầu phục vụ công tác chung của doanh nghiệp nhà nước (đã bao gồm các loại thuế phải nộp theo quy định của pháp luật; chưa bao gồm lệ phí trước bạ, lệ phí cấp biển số xe, phí bảo hiểm, phí đăng kiểm, phí bảo trì đường bộ liên quan đến việc sử dụng xe) tối đa là?",1.100 triệu đồng/xe,1.400 triệu đồng/xe,950 triệu đồng/xe,1.000 triệu đồng/xe,3,Khoản 1 Điều 15 Nghị định 72/2023/NĐ-CP
168,"Theo Nghị định 72/2023/NĐ-CP, giá mua xe ô tô 2 cầu phục vụ công tác chung của doanh nghiệp nhà nước (đã bao gồm các loại thuế phải nộp theo quy định của pháp luật; chưa bao gồm lệ phí trước bạ, lệ phí cấp biển số xe, phí bảo hiểm, phí đăng kiểm, phí bảo trì đường bộ liên quan đến việc sử dụng xe) tối đa là?",1.600 triệu đồng/xe,1.650 triệu đồng/xe,1.700 triệu đồng/xe,1.750 triệu đồng/xe,1,Khoản 1 Điều 15 Nghị định 72/2023/NĐ-CP
169,"Theo Nghị định 72/2023/NĐ-CP, xe ô tô phục vụ công tác chung của doanh nghiệp nhà nước được thanh lý khi đáp ứng điều kiện nào?","Đã quá thời gian sử dụng để tính hao mòn theo quy định của pháp luật về chế độ quản lý, tính hao mòn tài sản cố định","Chưa quá thời gian sử dụng để tính hao mòn theo quy định của pháp luật về chế độ quản lý, tính hao mòn tài sản cố định",,,1,Khoản 4 Điều 3 Nghị định 72/2023/NĐ-CP
170,"Theo Luật đấu thầu, mức bảo đảm dự thầu đối với gói thầu xây lắp, hỗn hợp có giá gói thầu không quá 20 tỷ đồng là bao nhiêu?","Từ 1% đến 1,5% giá gói thầu","Từ 1,5% đến 3% giá gói thầu",1% đến 3% giá gói thầu,,1,Điểm a Khoản 4 Điều 14 Luật đấu thầu 22/2023/QH15
171,"Theo quy định về đấu thầu, gói thầu dịch vụ phi tư vấn thông dụng, đơn giản có giá trị bao nhiêu được áp dụng chào hàng cạnh tranh?",8 tỷ đồng,5 tỷ đồng,2 tỷ đồng,Tất cả các đáp án trên đều đúng,4,Điều 81 Nghị định số 214/2025/NĐ-CP
172,"Theo Luật đấu thầu, Quy định nào về giá dự thầu dưới đây là đúng?","Là giá do nhà thầu chào trong đơn dự thầu, bao gồm toàn bộ các chi phí để thực hiện gói thầu theo yêu cầu của hồ sơ mời thầu, hồ sơ yêu cầu.","Là giá ghi trong văn bản hợp đồng làm căn cứ tạm ứng, thanh toán hợp đồng.",Là giá trị của gói thầu được phê duyệt trong kế hoạch lựa chọn nhà thầu.,Là giá được ghi trong quyết định phê duyệt kết quả lựa chọn nhà thầu.,1,Khoản 12 Điều  4 Luật đấu thầu số 22/2023
173,"Theo Luật đấu thầu, mua sắm trực tiếp được thực hiện khi đáp ứng các điều kiện nào sau đây?",Nhà thầu đã trúng thầu thông qua đấu thầu rộng rãi hoặc đấu thầu hạn chế và đã ký hợp đồng thực hiện gói thầu trước đó.,"Chủ đầu tư chỉ được áp dụng mua sắm trực tiếp một lần đối với các loại hàng hóa thuộc gói thầu và khối lượng từng hạng mục công việc nhỏ hơn 130% so với khối lượng hạng mục tương ứng thuộc gói thầu đã ký hợp đồng trước đó, không bao gồm khối lượng của tùy chọn mua thêm (nếu có).","Đơn giá của các phần việc thuộc gói thầu áp dụng mua sắm trực tiếp không được vượt đơn giá của các phần việc tương ứng thuộc gói thầu tương tự đã ký hợp đồng trước đó, đồng thời, phù hợp với giá thị trường tại thời điểm hoàn thiện hợp đồng; Thời gian từ khi ký hợp đồng của gói thầu trước đó đến ngày phê duyệt kết quả mua sắm trực tiếp không quá 12 tháng.",Cả 3 đáp án,4,Khoản 2 Điều 25 Luật đấu thầu số 22/2023
174,"Theo quy định về đấu thầu, Chào hàng cạnh tranh áp dụng đối với Gói thầu mua sắm hàng hóa thông dụng, sẵn có trên thị trường với đặc tính kỹ thuật được tiêu chuẩn hóa và tương đương nhau về chất lượng có giá trị bao nhiêu?",Không quá 10 tỷ đồng,Không quá 15 tỷ đồng,Không quá 20 tỷ đồng,,1,Điều 81  Nghị định số 214/2025/NĐ-CP
175,"Theo Luật đấu thầu, Chào hàng cạnh tranh áp dụng đối với Gói thầu xây lắp công trình đơn giản đã có thiết kế bản vẽ thi công được phê duyệt có giá trị là bao nhiêu?",Không quá 10 tỷ đồng,Không quá 15 tỷ đồng,Không quá 20 tỷ đồng,,1,Điều 81  Nghị định số 214/2025/NĐ-CP
176,"Theo Luật đấu thầu, Chào hàng cạnh tranh được áp dụng đối với gói thầu có giá gói thầu không quá 10 tỷ đồng thuộc một trong các trường hợp nào sau đây?","Gói thầu dịch vụ phi tư vấn thông dụng, đơn giản. Gói thầu xây lắp công trình đơn giản đã có thiết kế bản vẽ thi công được phê duyệt.","Gói thầu mua sắm hàng hóa thông dụng, sẵn có trên thị trường với đặc tính kỹ thuật được tiêu chuẩn hóa và tương đương nhau về chất lượng.","Gói thầu hỗn hợp cung cấp hàng hóa và xây lắp, trong đó nội dung xây lắp công trình đơn giản đã có thiết kế bản vẽ thi công được phê duyệt.",Cả 3 đáp án đều đúng.,4,Điều 81  Nghị định số 214/2025/NĐ-CP
177,"Theo Luật đấu thầu, Những hành vi nào dưới đây là thông thầu?","Dàn xếp, thỏa thuận, ép buộc để một hoặc các bên chuẩn bị hồ sơ dự thầu hoặc rút hồ sơ dự thầu để một bên trúng thầu","Dàn xếp, thỏa thuận để từ chối cung cấp hàng hóa, dịch vụ, không ký hợp đồng thầu phụ hoặc thực hiện các hình thức thỏa thuận khác nhằm hạn chế cạnh tranh để một bên trúng thầu",Cả 2 đáp án,,3,Khoản 3 Điều 16 Luật đấu thầu số 22/2023
178,"Theo Luật đấu thầu, có mấy phương thức lựa chọn nhà thầu?",4,5,6,7,1,"Điều 30, 31, 32, 33 Luật đấu thầu số 22/2023"
179,"Theo Luật đấu thầu, Hồ sơ yêu cầu là toàn bộ tài liệu sử dụng cho hình thức nào?",Chào hàng cạnh tranh,"Hình thức chỉ định thầu, mua sắm trực tiếp, đàm phán giá",Đấu thầu rộng rãi,,2,Khoản 22 Điều 4 Luật đấu thầu số 22/2023
180,"Theo Luật đấu thầu, Người có thẩm quyền là:","Người có thẩm quyền là người quyết định đầu tư đối với dự án hoặc người đứng đầu cơ quan, đơn vị cấp trên trực tiếp của chủ đầu tư đối với dự toán mua sắm theo quy định của pháp luật. Trường hợp lựa chọn nhà đầu tư, người có thẩm quyền là người đứng đầu cơ quan có thẩm quyền chấp thuận chủ trương đầu tư theo quy định của pháp luật về đầu tư hoặc cơ quan có thẩm quyền quyết định tổ chức đấu thầu lựa chọn nhà đầu tư.",Người quyết định phê duyệt dự án. ,Người quyết định mua sắm theo quy định của pháp luật. ,Người đứng đầu cơ quan nhà nước có thẩm quyền theo quy định của pháp luật.,1,"Điểm d, khoản 3, Điều 1  Luật đấu thầu số 90/2025/QH15"
181,"Theo luật đầu thầu, Đối với đấu thầu quốc tế Hồ sơ mời thầu, hồ sơ yêu cầu phải quy định về đồng tiền dự thầu trong hồ sơ dự thầu, hồ sơ đề xuất nhưng không quá?",04 loại tiền tệ,03 loại tiền tệ,05 loại tiền tệ,06 loại tiền tệ,2,"Điểm a, Khoản 2, Điều 13 Luật đấu thầu 22/2023/QH15"
182,"Theo luật đấu thầu, Bảo đảm dự thầu được áp dụng trong các trường hợp sau đây?","Đấu thầu rộng rãi, đấu thầu hạn chế, chào hàng cạnh tranh đối với gói thầu cung cấp dịch vụ phi tư vấn, mua sắm hàng hóa, xây lắp và gói thầu hỗn hợp","Đấu thầu rộng rãi, đấu thầu hạn chế đối với lựa chọn nhà đầu tư",Bao gồm cả 2 đáp án trên ,,3,"Khoản 2, Điều 14 Luật đấu thầu 22/2023/QH15"
183,"Theo luật đấu thầu, Dịch vụ phi tư vấn là?","Là một hoặc một số hoạt động dịch vụ bao gồm: logistics, bảo hiểm, quảng cáo, nghiệm thu chạy thử, chụp ảnh vệ tinh; in ấn; vệ sinh; truyền thông; sửa chữa, bảo trì, bảo dưỡng và hoạt động dịch vụ khác không phải là dịch vụ tư vấn quy định tại khoản 4 Điều 4 Luật đấu thầu 22/2023/QH15","Là một hoặc một số hoạt động dịch vụ bao gồm: Lập, đánh giá báo cáo quy hoạch, tổng sơ đồ phát triển, kiến trúc","Là một hoặc một số hoạt động dịch vụ bao gồm: Tư vấn đấu thầu; tư vấn thẩm tra, thẩm định; tư vấn giám sát; tư vấn quản lý dự án; kiểm toán",,1,Khoản 5 Điều 4 Luật đấu thầu 22/2023/QH15
184,"Theo Luật đấu thầu, mức bảo đảm dự thầu đối với gói thầu mua sắm hàng hóa, dịch vụ phi tư vấn có giá gói thầu không quá 10 tỷ đồng là bao nhiêu?","Từ 1% đến 1,5% giá gói thầu","Từ 1,5% đến 3% giá gói thầu",1% đến 3% giá gói thầu,,1,Điểm a Khoản 4 Điều 14 Luật đấu thầu 22/2023/QH15
185,"Các hành vi bị cấm trong hoạt động đấu thầu, gian lận là hành vi nào sau đây?"," Cản trở người có thẩm quyền, chủ đầu tư, bên mời thầu, nhà thầu, nhà đầu tư trong lựa chọn nhà thầu, nhà đầu tư","Cố ý cung cấp thông tin, tài liệu không trung thực, không khách quan trong hồ sơ quan tâm, hồ sơ dự sơ tuyển, hồ sơ đăng ký thực hiện dự án đầu tư kinh doanh, hồ sơ dự thầu, hồ sơ đề xuất nhằm làm sai lệch kết quả lựa chọn nhà thầu, nhà đầu tư","Dàn xếp, thỏa thuận, ép buộc để một hoặc các bên chuẩn bị hồ sơ dự thầu hoặc rút hồ sơ dự thầu để một bên trúng thầu"," Cản trở cơ quan có thẩm quyền giám sát, kiểm tra, thanh tra, kiểm toán đối với hoạt động đấu thầu",2,Điểm b Khoản 4 Điều 16 Luật đấu thầu 22/2023/QH
186,"Các hành vi bị cấm trong hoạt động đấu thầu, cản trở là hành vi nào sau đây?","Tham gia đánh giá hồ sơ dự thầu, hồ sơ đề xuất đồng thời tham gia thẩm định kết quả lựa chọn nhà thầu, nhà đầu tư đối với cùng một gói thầu, dự án đầu tư kinh doanh","Tham gia lập, đồng thời tham gia thẩm định hồ sơ mời quan tâm, hồ sơ mời sơ tuyển, hồ sơ mời thầu, hồ sơ yêu cầu đối với cùng một gói thầu, dự án đầu tư kinh doanh","Hủy hoại, lừa dối, thay đổi, che giấu chứng cứ hoặc báo cáo sai sự thật; đe dọa hoặc gợi ý đối với bất kỳ bên nào nhằm ngăn chặn việc làm rõ hành vi đưa, nhận, môi giới hối lộ, gian lận hoặc thông đồng với cơ quan có chức năng, thẩm quyền về giám sát, kiểm tra, thanh tra, kiểm toán",,3,Điểm a Khoản 5 Điều 16 Luật đấu thầu 22/2023/QH
187,"Các hành vi bị cấm trong hoạt động đấu thầu, không bảo đảm công bằng, minh bạch là hành vi nào sau đây?","Tham dự thầu với tư cách là nhà thầu, nhà đầu tư đối với gói thầu, dự án đầu tư kinh doanh do mình làm bên mời thầu, chủ đầu tư hoặc thực hiện nhiệm vụ của bên mời thầu, chủ đầu tư không đúng quy định của luật này.","Tham gia lập, đồng thời tham gia thẩm định hồ sơ mời quan tâm, hồ sơ mời sơ tuyển, hồ sơ mời thầu, hồ sơ yêu cầu đối với cùng một gói thầu, dự án đầu tư kinh doanh.","Tham gia đánh giá hồ sơ dự thầu, hồ sơ đề xuất đồng thời tham gia thẩm định kết quả lựa chọn nhà thầu, nhà đầu tư đối với cùng một gói thầu, dự án đầu tư kinh doanh.",Bao gồm cả 3 đáp án.,4,"Điểm a, b, c Khoản 6 Điều 16 Luật đấu thầu 22/2023/QH15"
188,"Các hành vi bị cấm trong hoạt động đấu thầu, Cản trở là hành vi nào sau đây?","Tham dự thầu với tư cách là nhà thầu, nhà đầu tư đối với gói thầu, dự án đầu tư kinh doanh do mình làm bên mời thầu, chủ đầu tư hoặc thực hiện nhiệm vụ của bên mời thầu, chủ đầu tư không đúng quy định của luật này.","Tham gia đánh giá hồ sơ dự thầu, hồ sơ đề xuất đồng thời tham gia thẩm định kết quả lựa chọn nhà thầu, nhà đầu tư đối với cùng một gói thầu, dự án đầu tư kinh doanh.","Có hành vi vi phạm pháp luật về an toàn, an ninh mạng nhằm can thiệp, cản trở việc đấu thầu qua mạng.",,3,Điểm đ Khoản 5 Điều 16 Luật đấu thầu 22/2023/QH15
189,"Theo Luật đấu thầu, Trường hợp gói thầu gồm nhiều phần riêng biệt?",Kế hoạch lựa chọn nhà thầu cần nêu tên thể hiện nội dung cơ bản của từng phần.,Phải ghi rõ giá gói thầu và giá ước tính cho từng phần trong giá gói thầu.,Bao gồm cả 2 đáp án.,,3,"Khoản 1, khoản 2 Điều 39 Luật đấu thầu 22/2023/QH"
190,"Theo luật đấu thầu, thời gian thực hiện gói thầu là?","Thời gian thực hiện gói thầu được tính từ ngày ký kết hợp đồng đến ngày nghiệm thu hoàn thành công trình, hàng hóa (bao gồm cả dịch vụ liên quan, nếu có), dịch vụ phi tư vấn, tư vấn. ","Thời gian thực hiện gói thầu được tính từ ngày hợp đồng có hiệu lực đến ngày nghiệm thu hoàn thành công trình, hàng hóa (bao gồm cả dịch vụ liên quan, nếu có), dịch vụ phi tư vấn, tư vấn. Thời gian thực hiện gói thầu được tính theo số ngày, số tuần, số tháng hoặc số năm, không bao gồm thời gian hoàn thành nghĩa vụ bảo hành, thời gian giám sát tác giả đối với gói thầu tư vấn (nếu có).","Thời gian thực hiện gói thầu được tính theo số ngày, số tuần, số tháng hoặc số năm, bao gồm cả thời gian hoàn thành nghĩa vụ bảo hành, thời gian giám sát tác giả đối với gói thầu tư vấn (nếu có).",,2,Khoản 7 Điều 39 Luật đấu thầu 22/2023/QH
191,Thời gian tổ chức lựa chọn nhà thầu theo quy định được tính như thế nào?,"Căn cứ quy mô, tính chất, tiến độ của dự án, gói thầu, chủ đầu tư quyết định thời gian tổ chức lựa chọn nhà thầu đối với mỗi gói thầu là số ngày tính từ ngày phát hành hồ sơ mời thầu, hồ sơ yêu cầu đến khi có kết quả lựa chọn nhà thầu, bao gồm cả thời gian thẩm định. Trường hợp gói thầu có áp dụng thủ tục lựa chọn danh sách ngắn thì thời gian tổ chức lựa chọn nhà thầu tính từ ngày phát hành hồ sơ mời sơ tuyển, hồ sơ mời quan tâm đến khi có kết quả lựa chọn nhà thầu","Thời gian sửa đổi hồ sơ mời quan tâm, hồ sơ mời sơ tuyển, hồ sơ mời thầu được thực hiện trước ngày có thời điểm đóng thầu",Tối thiểu là 06 ngày làm việc kể từ ngày đầu tiên hồ sơ mời thầu được phát hành đến ngày có thời điểm đóng thầu,Tối thiểu là 05 ngày làm việc kể từ ngày đầu tiên hồ sơ mời thầu được phát hành đến ngày có thời điểm đóng thầu,1,Khoản 7 Điều 18 Nghị định 214/2025/NĐ-CP
192,"Có mấy phương pháp đánh giá hồ sơ dự thầu đối với gói thầu cung cấp dịch vụ phi tư vấn, mua sắm hàng hóa, xây lắp, hỗn hợp?",04 Phương pháp,07 Phương pháp,05 Phương pháp,06 Phương pháp,1,Điều 58 Luật đấu thầu 22/2023/QH
193,"Đối với gói thầu cung cấp dịch vụ phi tư vấn, mua sắm hàng hóa, xây lắp, hỗn hợp áp dụng phương pháp đánh giá kết hợp giữa kỹ thuật và giá, sử dụng phương pháp chấm điểm để xây dựng tiêu chuẩn đánh giá về kỹ thuật, phải quy định mức điểm yêu cầu tối thiểu về kỹ thuật không thấp hơn tổng số điểm về kỹ thuật bao nhiêu %?",Mức điểm yêu cầu tối thiểu về kỹ thuật không thấp hơn 70% tổng số điểm về kỹ thuật,Mức điểm yêu cầu tối thiểu về kỹ thuật không thấp hơn 75% tổng số điểm về kỹ thuật,Mức điểm yêu cầu tối thiểu về kỹ thuật không thấp hơn 80% tổng số điểm về kỹ thuật,Mức điểm yêu cầu tối thiểu về kỹ thuật không thấp hơn 85% tổng số điểm về kỹ thuật,1,Khoản 4 Điều 58 Luật đấu thầu 22/2023/QH
194,Có mấy Phương pháp đánh giá hồ sơ dự thầu đối với gói thầu cung cấp dịch vụ tư vấn?,05 Phương pháp,06 Phương pháp,04 Phương pháp,07 Phương pháp,3,Điều 59 Luật đấu thầu 22/2023/QH
195,"Nhà thầu cung cấp dịch vụ phi tư vấn, mua sắm hàng hóa, xây lắp, hỗn hợp được xem xét, đề nghị trúng thầu khi?",Có giá trị phần sai lệch thiếu không quá 10% giá dự thầu,Có giá trị phần sai lệch thiếu không quá 12% giá dự thầu,Có giá trị phần sai lệch thiếu không quá 15% giá dự thầu,Có giá trị phần sai lệch thiếu không quá 18% giá dự thầu,1,"Điểm d, khoản 1, Điều 61 Luật đấu thầu 22/2023/QH"
196,"Căn cứ quy mô, tính chất của gói thầu, giá trị bảo đảm thực hiện hợp đồng được quy định trong hồ sơ mời thầu, hồ sơ yêu cầu là bao nhiêu?",2% đến 11% giá hợp đồng,3% đến 10% giá hợp đồng,2% đến 10% giá hợp đồng,3% đến 11% giá hợp đồng,3,Khoản 4 Điều 68 Luật đấu thầu 22/2023/QH
197,Nhà thầu không được hoàn trả bảo đảm thực hiện hợp đồng trong các trường hợp nào sau đây?,Từ chối thực hiện hợp đồng khi hợp đồng đã có hiệu lực,Vi phạm thỏa thuận trong hợp đồng,Thực hiện hợp đồng chậm tiến độ do lỗi của nhà thầu nhưng từ chối gia hạn hiệu lực của bảo đảm thực hiện hợp đồng,Cả 3 đáp án trên đều đúng,4,Khoản 6 Điều 68 Luật đấu thầu 22/2023/QH
198,Trách nhiệm của tổ chuyên gia bao gồm?,"Lập hồ sơ mời quan tâm, hồ sơ mời sơ tuyển, hồ sơ mời thầu, hồ sơ yêu cầu",Phê duyệt hủy thầu,Phê duyệt kế hoạch lựa chọn nhà thầu,,1,Khoản 1 Điều 80 Luật đấu thầu 22/2023/QH
199,"Theo Luật đấu thầu, Hàng hóa gồm?","Máy móc, thiết bị, nguyên liệu, nhiên liệu, vật liệu, vật tư, phụ tùng",Sản phẩm; phương tiện; hàng tiêu dùng,"Thuốc, hóa chất, vật tư xét nghiệm, thiết bị y tế; phần mềm thương mại",Tất cả các đáp án,4,Khoản 17 Điều 4 Luật đấu thầu số 22/2023 
200,"Theo Luật đấu thầu, Quy định nào về Giá hợp đồng dưới đây là đúng?",Là giá dự thầu của nhà thầu được đề nghị trúng thầu,Là giá trị ghi trong hợp đồng giữa Chủ Đầu Tư và nhà thầu,Là giá trị của gói thầu trong kế hoạch lựa chọn nhà thầu,,2,Khoản 14 Điều  4 Luật đấu thầu số 22/2023
201,"Theo Luật đấu thầu, Quy định nào về Giá đề nghị trúng thầu dưới đây là đúng?","Là giá dự thầu của nhà thầu được đề nghị trúng thầu sau khi đã được sửa lỗi, hiệu chỉnh sai lệch theo yêu cầu của hồ sơ mời thầu, hồ sơ yêu cầu, trừ đi giá trị giảm giá (nếu có).","Là giá ghi trong văn bản hợp đồng làm căn cứ tạm ứng, thanh toán, thanh lý và quyết toán hợp đồng.",Là giá trị của gói thầu được phê duyệt trong kế hoạch lựa chọn nhà thầu.,Là giá do nhà thầu chào trong đơn dự thầu.,1,Khoản 13 Điều  4 Luật đấu thầu số 22/2023
202,"Theo Luật đấu thầu, giá trị tối đa bảo đảm dự thầu được quy định trong HSMT của gói thầu có giá 100 tỷ đồng là bao nhiêu? ",6 tỷ đồng,5 tỷ đồng,4 tỷ đồng,3 tỷ đồng,4,"Điểm b Khoản 4 Điều 14 Luật đấu thầu số 22/2023 (Từ 1,5% đến 3% giá gói thầu)."
203,"Theo Luật đấu thầu, Tổ chức/cá nhân nào có trách nhiệm thành lập tổ chuyên gia trong trường hợp không thuê đơn vị tư vấn lập hồ sơ mời quan tâm, hồ sơ mời sơ tuyển, hồ sơ mời thầu, hồ sơ yêu cầu; đánh giá hồ sơ quan tâm, hồ sơ dự sơ tuyển, hồ sơ dự thầu, hồ sơ đề xuất?",Tổ thẩm định,Chủ đầu tư,Bên mời thầu,,2,Điểm a khoản 19 Điều 4 Luật số 57/2024/QH15 và điểm d khoản 38 Điều 1 Luật số 90/2025/QH15
204,"Theo Luật đấu thầu, tổ chức/cá nhân nào có trách nhiệm ký kết hoặc ủy quyền ký kết và quản lý việc thực hiện hợp đồng với nhà thầu?",Người có thẩm quyền,Chủ đầu tư,Bên mời thầu,,2,Khoản 3 Điều 78 Luật đấu thầu số 22/2023.
205,"Theo Luật đấu thầu, đáp án nào sau đây đúng khi nói về hợp đồng trọn gói?","Giá hợp đồng không thay đổi trong suốt thời gian thực hiện hợp đồng đối với phạm vi công việc, yêu cầu kỹ thuật và điều khoản quy định trong hợp đồng, trừ trường hợp bất khả kháng và thay đổi phạm vi công việc phải thực hiện dẫn đến giá hợp đồng thay đổi","Đơn giá không thay đổi trong suốt thời gian thực hiện đối với toàn bộ nội dung công việc trong hợp đồng. Nhà thầu được thanh toán theo số lượng, khối lượng công việc được nghiệm thu và đơn giá cố định quy định tại hợp đồng","Nhà thầu được thanh toán theo số lượng, khối lượng công việc được nghiệm thu và đơn giá quy định tại hợp đồng hoặc đơn giá đã điều chỉnh (nếu có)",,1,Điểm c Khoản 1 Điều 64 Luật đấu thầu số 22/2023
206,"Theo Luật đấu thầu, Thành viên tổ chuyên gia, tổ thẩm định phải có tối thiểu bao nhiêu năm công tác thuộc một trong các lĩnh vực liên quan đến nội dung pháp lý, kỹ thuật, tài chính của gói thầu, dự án đầu tư kinh doanh?",Tối thiểu 03 năm,Tối thiểu 04 năm,Tối thiểu 05 năm,Tối thiểu 06 năm,1,Khoản 3 Điều 19 Luật đấu thầu số 22/2023
207,"Theo Luật đấu thầu, Bảo đảm dự thầu được thực hiện bằng các biện pháp?",Đặt cọc,"Thư bảo lãnh của tổ chức tín dụng trong nước, chi nhánh ngân hàng nước ngoài được thành lập theo pháp luật Việt Nam","Giấy chứng nhận bảo hiểm bảo lãnh của doanh nghiệp bảo hiểm phi nhân thọ trong nước, chi nhánh doanh nghiệp bảo hiểm phi nhân thọ nước ngoài được thành lập theo pháp luật Việt Nam",Cả 3 đáp án đều đúng,4,"Khoản 1, Điều 14 Luật đấu thầu số 22/2023"
208,"Theo Luật đấu thầu, yêu cầu cụ thể về nhãn hiệu, xuất xứ hàng hóa trong hồ sơ mời thầu đối với gói thầu mua sắm hàng hóa, xây lắp hoặc gói thầu hỗn hợp khi áp dụng hình thức đấu thầu rộng rãi, đấu thầu hạn chế là hành vi?",Thông thầu,Gian lận,Cản trở,"Không bảo đảm công bằng, minh bạch",4,"Điểm i, Khoản 6, Điều 16 Luật đấu thầu số 22/2023"
209,"Theo Luật đấu thầu, Tổ chức, cá nhân nào chịu trách nhiệm trong việc Thương thảo và hoàn thiện hợp đồng với nhà thầu, quản lý thực hiện hợp đồng?",Bên mời thầu,Chủ đầu tư,Tổ chuyên gia,,2,điểm e khoản 38 Điều 1 Luật số 90/2025/QH15
210,"Theo Luật đấu thầu, việc đánh giá nhà thầu đang trong thời gian bị cấm tham dự thầu thuộc nội dung đánh giá về?",Kỹ thuật,Tài chính,Tư cách hợp lệ,,3,"Điểm e, Khoản 1 Điều 5  Luật đấu thầu 22/2023"
211,"Theo Luật đấu thầu, Hồ sơ hợp đồng với nhà thầu bao gồm các tài liệu nào sau đây?",Văn bản hợp đồng; Quyết định phê duyệt kết quả lựa chọn nhà thầu,"Văn bản hợp đồng; Phụ lục hợp đồng gồm danh mục chi tiết về phạm vi công việc, biểu giá, tiến độ thực hiện (nếu có); Quyết định phê duyệt kết quả lựa chọn nhà thầu","Văn bản hợp đồng; Phụ lục hợp đồng gồm danh mục chi tiết về phạm vi công việc, biểu giá, tiến độ thực hiện (nếu có)",,2,Khoản 1 Điều 65  Luật đấu thầu 22/2023
212,"Việc Tham gia đánh giá hồ sơ dự thầu, hồ sơ đề xuất đồng thời tham gia thẩm định kết quả lựa chọn nhà thầu, nhà đầu tư đối với cùng một gói thầu, dự án đầu tư kinh doanh thuộc hành vi nào bị cấm theo Luật đấu thầu?","Không bảo đảm công bằng, minh bạch",Thông thầu,Gian lận,Cản trở,1,Điểm c Khoản 6 Điều 16 Luật đấu thầu  số 22/2023
213,"Theo Luật đấu thầu, Hợp đồng trọn gói được áp dụng đối với gói thầu nào?","Gói thầu mà tại thời điểm lựa chọn nhà thầu, phạm vi công việc, yêu cầu kỹ thuật, thời gian thực hiện gói thầu được xác định rõ, ít có khả năng thay đổi về khối lượng, yêu cầu kỹ thuật, các điều kiện không lường trước được","Gói thầu chưa thể xác định được rõ khối lượng, đơn giá nhưng các bên tham gia hợp đồng xác định được khả năng quản lý rủi ro, quản lý thay đổi phát sinh hoặc xác định được các tính chất, đặc điểm của sản phẩm đầu ra, bao gồm cả hợp đồng EPC và hợp đồng chìa khóa trao tay",Cả 2 đáp án,,3,Điểm a khoản 1 Điều 64 Luật đấu thầu  số 22/2023
214,"Theo Luật đấu thầu, Chủ đầu tư là?","Cơ quan, tổ chức sở hữu vốn, vay vốn hoặc được giao trực tiếp quản lý, sử dụng vốn, quản lý quá trình thực hiện dự án",Đơn vị sử dụng ngân sách; đơn vị dự toán trực tiếp sử dụng dự toán mua sắm ngoài ngân sách nhà nước,Đơn vị mua sắm tập trung,Cả 3 đáp án ,4,Khoản 2 Điều 4 Luật đấu thầu số 22/2023
215,Dịch vụ tư vấn là một hoặc một số hoạt động dịch vụ nào sau đây?,"Lập, đánh giá báo cáo quy hoạch, tổng sơ đồ phát triển, kiến trúc; khảo sát, lập báo cáo nghiên cứu tiền khả thi, báo cáo đề xuất chủ trương đầu tư, hồ sơ đề nghị chấp thuận chủ trương đầu tư, báo cáo nghiên cứu khả thi, báo cáo kinh tế - kỹ thuật, báo cáo đánh giá tác động môi trường."," Khảo sát, lập thiết kế, dự toán; tư vấn đấu thầu; tư vấn thẩm tra, thẩm định; tư vấn giám sát.",Tư vấn quản lý dự án; tư vấn thu xếp tài chính; kiểm toán và các dịch vụ tư vấn khác.,Tất cả các nội dung trên.,4,"Khoản 4, Điều 4 Luật Đấu thầu số 22/2023"
216,"Trường hợp hủy thầu, thời hạn lưu trữ toàn bộ hồ sơ liên quan là bao nhiêu năm kể từ ngày quyết định hủy thầu được ban hành?",5 năm,7 năm ,10 năm ,15 năm,1,"Khoản 4, Điều 9 Luật Đấu thầu số 22/2023"
