id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
377,"Đâu là phương pháp phân tích vấn đề trong đó tận dụng khả năng ghi nhận hình ảnh của não bộ để ghi nhớ chi tiết, phân tích, tổng hợp một vấn đề thành một dạng của lược đồ phân nhánh?",Sơ đồ tư duy. ,Công não.,Biểu đồ xương cá.,5 Whys.,1,"Tiểu mục 3.1; Phần 3, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
378,"Câu nói của Albert Einstein: “Nếu có một giờ để cứu thế giới, thì sẽ phải dùng 55 phút để xác định vấn đề và chỉ dành 5 phút để tìm giải pháp” nhấn mạnh tầm quan trọng của: ",Giải quyết vấn đề.,Xác định giải pháp.,Nhận diện chính xác vấn đề trước khi đề ra giải pháp.,Tìm kiếm giải pháp giải quyết vấn đề.,3,"Tiểu mục 3.1; Phần 3, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
379,"Người được giao làm công tác hướng dẫn, kèm cặp nhân viên trong đơn vị phải làm việc gì dưới đây?","Lên kế hoạch hướng dẫn, kèm cặp.","Đánh giá điểm mạnh, điểm yếu của người lao động.",Chia sẻ những điểm họ làm tốt và có thể làm tốt hơn.,Tất cả các đáp án trên.,4,"Tiểu mục 4.1; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
380,"Để công tác hướng dẫn, kèm cặp nhân viên trong đơn vị được hiệu quả, người được giao hướng dẫn, kèm cặp cần làm gì?","Nắm được điểm mạnh, điểm yếu của người lao động.",Truyền năng lượng tích cực và tạo động lực cho nhân viên.,Định hướng mục tiêu và biết chịu trách nhiệm.,Tất cả các đáp án trên.,4,"Tiểu mục 4.3; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
381,"Lợi ích của hướng dẫn, kèm cặp nhân viên bao gồm:","Tăng chất lượng, kết quả lao động.",Tạo cơ hội gắn kết người lao động với tổ chức.,Xây dựng bầu không khí và mối quan hệ gắn bó giữa nhà quản lý với nhân viên.,Tất cả các đáp án trên.,4,"Tiểu mục 4.1; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
382,"Giúp cho người lao động chuyên nghiệp hơn, trang bị cho người lao động kỹ năng cần thiết để thích nghi với môi trường làm việc là kết quả của quá trình nào dưới đây?",Đào tạo tại các trường đại học.,Trao đổi thông qua các cuộc họp.,Làm việc trực tiếp.,Kèm cặp nhân viên. ,4,"Tiểu mục 4.1; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
383,Nhận định nào về năng lực của người lãnh đạo sau đây KHÔNG đúng?,Chỉ có trình độ chuyên môn và hiểu biết về kinh doanh là chưa đủ nếu nhà lãnh đạo đó không thông thạo các kỹ năng liên quan đến con người. ,"Kỹ năng tạo lập mối quan hệ trong giao tiếp có vai trò quan trọng giúp nhà quản lý, lãnh đạo thực hiện thành công các kế hoạch và mục tiêu đề ra.","Khi tạo lập các mối quan hệ, người lãnh đạo hãy biết cách chấp nhận, tôn trọng sự khác biệt. ","Nhà quản lý, lãnh đạo không nhất thiết phải rèn luyện kỹ năng truyền thông.",4,"Tiểu mục 6.1; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
384,Bất lợi lớn nhất khi giao tiếp bằng lời nói là gì?,"Thông điệp được truyền qua càng nhiều người, khả năng bị sai lệch nội dung càng lớn.",Tốc độ truyền nhận thông tin nhanh.,Sự phản hồi thông tin nhanh.,Người tham gia giao tiếp có thể trực tiếp phản hồi thông tin.,1,"Tiểu mục 6.2; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
385,Cách thức giao tiếp nào của người lãnh đạo với nhân viên dưới đây KHÔNG phù hợp?,Chân thành lắng nghe nhân viên. ,Biết im lặng khi nhân viên phát sinh lỗi trong công việc.,"Cần biết hỏi làm rõ ý và thấu hiểu tâm tư, tình cảm của nhân viên.",Kiên nhẫn khi nghe nhân viên trình bày vấn đề.,2,"Tiểu mục 6.2; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
386,"Trong việc xử lý các khiếu nại của nhân viên, nhà quản lý cần tìm hiểu, xác định chính xác nguyên nhân của vấn đề qua hình thức nào?",Nắm chắc quy trình giải quyết nội bộ.,"Làm chủ diễn biến, tâm trạng, cảm xúc bản thân.",Biết chia sẻ cảm xúc với cá nhân có khiếu nại.,Tất cả các đáp án trên.,4,"Tiểu mục 6.2; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
387,Yêu cầu đối với nhà lãnh đạo khi trình bày vấn đề là:,"Giúp nhân viên hiểu rõ được nội dung, thông tin/thông điệp mình muốn truyền đạt, đạt mục tiêu đề ra.",Giúp nhân viên hiểu rõ chức năng nhiệm vụ.,Giúp nhân viên nhận thức rõ lợi ích của bản thân khi hoàn thành nhiệm vụ.,"Giúp nhân viên hiểu rõ nghĩa vụ, trách nhiệm của mình.",1,"Tiểu mục 6.2; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
388,"Để trình bày vấn đề hiệu quả, nhà quản lý nhất thiết cần lưu ý một trong những nội dung gì dưới đây:",Xác định mục tiêu trình bày vấn đề; đối tượng tham dự.," Trình bày thật nhiều thông tin chi tiết, càng dài càng tốt để tránh bỏ sót.",Từ ngữ diễn đạt  thật bóng bẩy.,Sử dụng nhiều thuật ngữ chuyên môn.,1,"Tiểu mục 6.2; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
389,"Những yêu cầu cần thiết trong giao tiếp, ứng xử của người lãnh đạo, quản lý là:","Khẳng định vị thế quản lý, lãnh đạo đối với nhân viên.","Tôn trọng người giao tiếp với mình, biết lắng nghe và phản hồi phù hợp.",Tạo khoảng cách cần thiết với nhân viên dưới quyền.,Phải hỏi kỹ để làm rõ vấn đề và phải đưa ra quyết định theo ý kiến chủ quan của người lãnh đạo.,2,"Tiểu mục 6.3; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
390,"Khi giao tiếp với cấp trên, người quản lý cần tránh:",Lắng nghe và phản hồi phù hợp.,Sử dụng ngôn ngữ phù hợp với đối tượng. ,Thông tin cung cấp trong giao tiếp rõ ràng.,"Báo cáo cấp trên những việc vụn vặt, không cần thiết.",4,"Tiểu mục 6.3; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
391,"Các biểu hiện của nhà lãnh đạo, quản lý có kỹ năng lắng nghe tích cực:","Tập trung, chú ý biểu lộ sự quan tâm bằng ánh mắt, cử chỉ và lời nói khuyến khích nhân viên chia sẻ.","Thể hiện rõ tâm trạng, cảm xúc bản thân.",Đặt câu hỏi làm rõ ngay đối với những nội dung chưa rõ.,Gạt bỏ những điều trái ý kiến chỉ đạo để tập trung vấn đề.,1,"Tiểu mục 6.2; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
392,"Biểu hiện của nhà lãnh đạo, quản lý thiếu kỹ năng lắng nghe là:","Tập trung, chú ý biểu lộ sự quan tâm đến đối tác giao tiếp.",Kiên nhẫn khi nghe.,Lắng nghe khi vấn đề liên quan trực tiếp đến lợi ích của lãnh đạo,"Lắng nghe với mong muốn thấu hiểu tâm tư, tình cảm của nhân viên.",3,"Tiểu mục 6.2; Phần 6, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
393,Để nhận được thiện cảm của đối tác giao tiếp trong lần gặp đầu tiên bạn nên:,Tặng món quà ý nghĩa.,Gọi tên đối tác giao tiếp trong quá trình giao tiếp.,Sử dụng lời khen ngợi chân thành.,Tất cả các đáp án trên.,4,"Tiểu mục 6.1; Phần 6, Chuyên đề 5,  Mục 1.4.2.2 tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
394,"Công nghệ mới đã giúp các ngân hàng có thể loại bỏ bớt yếu tố nào giúp các giao dịch tài chính được thực hiện nhanh hơn, chi phí thấp hơn?",Thông tin nội bộ.,Trung gian tài chính.,Quy trình.,Yếu tố minh bạch và an toàn trong giao dịch.,2,"Chuyên đề 2, Mục 2.1, Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
395,"Khi ngày càng nhiều khách hàng sử dụng dịch vụ kỹ thuật số hơn, các ngân hàng cần đầu tư vào hình thức nào để có thể thu hút và giữ chân khách hàng?",Đầu tư vào trải nghiệm.,Phát triển khách hàng truyền thống.,Mở rộng khách hàng tiềm năng.,,1,"Chuyên đề 2, Mục 2.2.1, Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
396,Quản lý nhân sự trong thời đại 4.0  tập trung vào một trong các vấn đề cốt lõi nào sau đây?,"Thu hút, xây dựng và phát triển nguồn nhân lực thích ứng với công nghệ và đổi mới sáng tạo",Xây dựng chương trình hành động.,Chú trọng tuyển dụng lao động giá rẻ để giảm chi phí.,,1,"Chuyên đề 2, Mục 3.1, Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
397,Một trong số những phương thức tuyển dụng nổi bật trong thời đại số 4.0 là gì?,"Tuyển dụng bằng các công cụ trực tuyến, Marketing tuyển dụng.",Phỏng vấn trực tuyến.,Tuyển dụng thông qua cổng thông tin online của các trường đại học cung cấp.,,1,"Chuyên đề 2, Mục 3.1. Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
398,Phân tích công việc là quá trình:,Thu thập và đánh giá thông tin liên quan nhân viên.,Đánh giá những vấn đề tác động đến việc hoàn thành công việc.,Thu thập và đánh giá một cách có hệ thống các thông tin quan trọng có liên quan đến công việc nhằm làm rõ bản chất công việc.,"Thu thập các thông tin về cơ chế, quy trình.",3,"Chuyên đề 4, Mục 1.1.1. Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
399,"Thông qua việc phân tích công việc,  người quản lý xác định được:",Các kỳ vọng của mình đối với người lao động. ,"Làm cho người lao động hiểu được các nhiệm vụ, nghĩa vụ và trách nhiệm của mình trong công việc.",Gồm 1 và 2.,Làm cho người lao động hiểu được các nhiệm vụ.,3,"Chuyên đề 4, Mục 1.1.1. Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
400,Vì sao các nhà quản lý phải tiến hành phân tích công việc?,Để lập kế hoạch nguồn nhân lực.,Đánh giá thực hiện công việc.,Đào tạo nhân viên.,Tất cả các đáp án trên.,4,"Chuyên đề 4, Mục 1.1.1. Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
401, Quá trình lập kế hoạch công việc thực chất là:,Xác định rõ đối tượng thực hiện.,Xác định đúng nhiệm vụ cần thực hiện.,Xác định những mục tiêu và biện pháp tốt nhất để thực hiện những mục tiêu đó.,Định hướng đúng mục tiêu cần thực hiện.,3,"Chuyên đề 4, Mục 1.2. Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022 "
402,Một trong các bước thuộc Quy trình phân tích công việc là:,Lựa chọn giải pháp và thực thi giải pháp.,Sắp xếp dữ liệu.,Lựa chọn các phương pháp thu thập thông tin thích hợp.,Xác định trưởng nhóm làm việc.,3,"Chuyên đề 4, Mục 1.1. tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2022"
403,Việc kiểm soát thực hiện công việc phải tuân thủ đầy đủ các nguyên tắc nào?,"Nguyên tắc chính xác, khách quan.",Nguyên tắc công bằng.,Nguyên tắc bình đẳng.,Nguyên tắc độc lập.,1,"Chuyên đề 4, Mục 2.1. tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022 "
404,Tại sao cần phân loại vấn đề theo mức độ quan trọng?,"Để sử dụng nguồn lực và thời gian hiệu quả, tập trung giải quyết vấn đề ưu tiên trước","Để tập trung giải quyết vấn đề lớn, phức tạp trước ","Để tập trung giải quyết vấn đề nhỏ, đơn giản trước ",,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng giải quyết vấn đề và ra quyết định"" - Bài 1. Vấn đề và phân loại vấn đề"
405,Một trong 5 sai lầm phổ biến khi giải quyết vấn đề là gì?,Chỉ khắc phục triệu chứng mà không tìm nguyên nhân gốc,Dành quá nhiều thời gian để phân tích 1 vấn đề nhỏ,Bỏ qua các quy trình đã có sẵn,,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng giải quyết vấn đề và ra quyết định"" - Bài 2. Quy trình giải quyết vấn đề"
406,Bước đầu tiên trong quy trình giải quyết vấn đề là gì?,Phát biểu vấn đề,Tìm kiếm giải pháp,Thực thi giải pháp,Đánh giá kết quả,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng giải quyết vấn đề và ra quyết định"" - Bài 2. Quy trình giải quyết vấn đề"
407,Tại sao cần tìm nhiều phương án giải quyết vấn đề?,Để chọn ra giải pháp tối ưu nhất,Để tránh lãng phí thời gian,Để tăng số lượng ý tưởng,Để kiểm tra tính khả thi của mỗi giải pháp,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng giải quyết vấn đề và ra quyết định"" - Bài 6. Tìm kiếm giải pháp"
408,Công cụ nào không dùng để xác định nguyên nhân của vấn đề?,Ma trận SWOT,Biểu đồ xương cá (Ishikawa),Brainstorming,Hỏi 'Tại sao?' (Why),1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng giải quyết vấn đề và ra quyết định"" - Bài 3. Công cụ xác định nguyên nhân của vấn đề"
409,Phân tích SWOT giúp ích gì trong giải quyết vấn đề?,"Nhận diện điểm mạnh, điểm yếu, cơ hội và thách thức",Tìm nguyên nhân vấn đề,Đánh giá tính khả thi của giải pháp,Tạo ra nhiều ý tưởng sáng tạo,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng giải quyết vấn đề và ra quyết định"" - Bài 7. Phân tích SWOT"
410,Một môi trường làm việc tốt giúp gì trong việc tạo động lực?,Tạo điều kiện để nhân viên phát huy năng lực và làm việc hiệu quả , Giúp nhân viên nhận lương cao hơn,Giúp nhân viên giảm khối lượng công việc,Tăng thời gian nghỉ ngơi,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng tạo động lực làm việc cho nhân viên"" - Bài số 2. Vai trò của người quản lý trong tạo động lực cho nhân viên"
411,Bước đầu tiên trong quy trình tạo động lực là gì?,Xem xét biểu hiện của nhân viên,Thiết lập mục tiêu làm việc,Tăng lương cho nhân viên,Thay đổi cách quản lý,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng tạo động lực làm việc cho nhân viên"" - Bài số 3. Quy trình tạo động lực cho nhân việc"
412,Điều gì xảy ra nếu môi trường làm việc thiếu công bằng?,Nhân viên mất động lực và dễ nghỉ việc,Nhân viên làm việc chăm chỉ hơn, Không ảnh hưởng đến động lực làm việc,Nhân viên đòi hỏi mức lương cao hơn,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng tạo động lực làm việc cho nhân viên"" - Bài số 2. Vai trò của người quản lý trong tạo động lực cho nhân viên"
413,Một trong những vai trò quan trọng nhất của người quản lý trong tạo động lực là gì?,Xây dựng môi trường làm việc công bằng và hấp dẫn,Trả lương cao cho nhân viên,Tăng giờ làm việc để tăng hiệu suất, Giảm số lượng nhân viên để tối ưu năng suất,1,"Chương trình đào tạo trên E-learning năm 2025 ""Kỹ năng tạo động lực làm việc cho nhân viên"" - Bài số 2. Vai trò của người quản lý trong tạo động lực cho nhân viên"
414,Nhận định nào về nhiệm vụ của người lãnh đạo dưới đây là đúng?,Chọn việc đúng để làm.,Làm đúng việc được giao.,Hướng đến sự ổn định.,Quản lý công việc.,1,"Tiểu mục 1.2; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
415,Nhận định nào về nhiệm vụ của người quản lý dưới đây là đúng?,Lãnh đạo con người.,Hướng đến sự đổi mới.,Quan tâm đến tầm nhìn tương lai.,Quản lý công việc.,4,"Tiểu mục 1.2; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
416,Người lãnh đạo dựa vào nhân tố nào để thực thi nhiệm vụ?,Quyền lực cứng.,Quyền lực mềm.,Quyền hành chính được bổ nhiệm.,Gồm cả 1 và 2.,2,"Tiểu mục 1.2; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
417,Người quản lý dựa vào nhân tố nào để thực thi nhiệm vụ?,Khả năng gây ảnh hưởng đến cấp dưới.,Nhân cách.,Năng lực.,Quyền hành chính được bổ nhiệm.,4,"Tiểu mục 1.2; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
418,Chức năng của nhà quản lý theo Mô hình thời đại 4.0,Là nhà quản lý thuần túy.,Kiểm soát nhóm.,Quản lý sử dụng và làm chủ công nghệ số.,,3,"Tiểu mục 1.3; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
419,"Để lãnh đạo hiệu quả, người lãnh đạo cần phải có những phẩm chất nào?","Giao tiếp gần gũi, không làm mất lòng nhân viên.",Hào phòng trong việc chi thưởng cho nhân viên.,"Kiên định, vững vàng.",,3,"Tiểu mục 1.4; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
420,Kỹ năng nào cần có đối với người lãnh đạo?,Kỹ năng lắng nghe.,Kỹ năng phán đoán nhanh.,Kỹ năng sử dụng tin học văn phòng nâng cao.,Bao gồm cả 1 và 2.,4,"Tiểu mục 1.4; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
421,02 bước đầu tiên trong quy trình ủy quyền hiệu quả của người lãnh đạo là:,"Gặp gỡ, giao việc.","Chuẩn bị, lựa chọn.","Kiểm điểm, theo dõi.","Thỏa thuận, ký kết hợp đồng.",2,"Tiểu mục 1.4.2.2, nội dung c; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
422,Biện pháp nào có thể giúp người lãnh đạo  tạo động lực cho nhân viên hiệu quả?,"Tỏ thái độ tích cực với những ý tưởng mới và có hình thức khen thưởng phù hợp, kịp thời.","Không nên tỏ thái độ khi nhân viên hoàn thành tốt công việc. Vì khi khen ngợi, họ dễ phát sinh tính tự hài lòng, kiêu ngạo.",Đánh giá một cách khắt khe đối với những nhân viên làm việc tốt để họ cố gắng hơn nữa.,Đánh giá càng cao càng tốt đối với kết quả đạt được của nhân viên.,1,"Tiểu mục 1.4.2.2, nội dung e; Chuyên đề 1: Tổng quan về lãnh đạo, quản lý - lãnh đạo quản lý cấp phòng thuộc Chương trình đào tạo quản lý cấp phòng năm 2022"
423,"Theo anh (chị), thế nào là làm việc nhóm?","Là một nhóm người cùng chung sức làm việc, họ có cùng mục tiêu, có sự tương tác qua lại thường xuyên, cũng như phân công công việc, nhiệm vụ rõ ràng để đạt được mục tiêu chung đã đề ra.",Là mỗi người trong cùng một nhóm tự thực hiện tốt nhiệm vụ của mình,Là mọi người cùng nhóm kết hợp để thực hiện mục tiêu của mọi cá nhân.,,1,"Mục 1.1 Phần 1 Kỹ năng xây dựng nhóm làm việc hiệu quả, Tài liệu chương trình lãnh đạo quản lý cấp phòng năm 2023"
424,"Trong vai trò của người lãnh đạo nhóm, điều gì là quan trọng nhất?",Thiết lập quy tắc nghiêm ngặt.,Đảm bảo tinh thần đối đầu.,Xây dựng lòng tin và tạo động lực cho nhóm.,Kiểm soát tuyệt đối.,3,"Mục 1.2 Phần 5 Kỹ năng xây dựng nhóm làm việc hiệu quả, Tài liệu Chương trình lãnh đạo quản lý cấp phòng năm 2023"
425,"Tầm quan trọng của làm việc nhóm KHÔNG bao gồm nội dung nào?
",Cải thiện kỹ năng giao tiếp giữa các thành viên. ,Thúc đẩy sự sáng tạo và đưa ra quyết định đúng đắn.,Dễ phát hiện cá nhân nổi trội trong nhóm.,Rèn luyện tính kỷ luật.,3,Tiểu mục 1.2; Mục 1; Phần III tài liệu Kỹ năng CSKH chuyên nghiệp 2022
426,Giao tiếp trong làm việc nhóm bao gồm:,"Mạnh dạn bày tỏ ý kiến, quan điểm cá nhân; Lắng nghe; Chất vấn, phản biện.",Tôn trọng ý kiến của người khác; Thuyết phục và tạo ảnh hưởng.,Trợ giúp; Chia sẻ; Chung sức; Phối hợp.,Tất cả các đáp án trên.,4,Tiểu mục 2.1; Mục 2; Phần III tài liệu Kỹ năng CSKH chuyên nghiệp 2022
427,Trong làm việc nhóm KHÔNG bao gồm các cách thức giao tiếp nào? ,"Mạnh dạn bày tỏ ý kiến, quan điểm cá nhân. ",Tôn trọng ý kiến của người khác. ,Lấy quan điểm của trưởng nhóm làm chủ đạo.,Tất cả các đáp án trên.,3,Tiểu mục 2.1; Mục 2; Phần III tài liệu Kỹ năng CSKH chuyên nghiệp 2022
428,Nguyên tắc nào sau đây giúp bạn đạt được kỹ năng lắng nghe hiệu quả trong làm việc nhóm?,Giữ vững tinh thần tập trung; Kiên nhẫn.,Lắng nghe một cách chủ động; Luôn thể hiện sự quan tâm khi trao đổi. ,Tránh áp đặt; Sử dụng công cụ để ghi nhớ.,Tất cả các đáp án trên.,4,Tiểu mục 2.1; Mục 2; Phần III tài liệu Kỹ năng CSKH chuyên nghiệp 2022
429,Cách thức nào KHÔNG giúp bạn đạt được kỹ năng lắng nghe hiệu quả trong làm việc nhóm?,Giữ vững tinh thần tập trung; kiên nhẫn.,Luôn thể hiện sự quan tâm khi trao đổi. ,Chấm dứt hành động áp đặt.,Không sử dụng công cụ để ghi nhớ.,4,Tiểu mục 2.1; Mục 2; Phần III tài liệu Kỹ năng CSKH chuyên nghiệp 2022
430,"Để làm việc nhóm hiệu quả, kỹ năng nào là cần thiết?",Quản lý thời gian; giải quyết vấn đề.,Quản lý mối quan hệ giữa các thành viên trong nhóm.,Tư duy phản biện; tổ chức thực hiện công việc.,Tất cả các đáp án trên.,4,Mục 2; Phần III tài liệu Kỹ năng CSKH chuyên nghiệp 2022
431,Kỹ năng phân tích vấn đề là gì?,"Khả năng phát hiện ra vấn đề, thấu hiểu toàn diện vấn đề, lựa chọn được phương pháp để ra quyết định phù hợp, hiệu quả."," Khả năng tìm hiểu, thấu hiểu toàn diện vấn đề.",Khả năng đánh giá vấn đề. ,,1,"Tiểu mục 3.1; Phần 3, Chuyên đề 5, tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
432,"Tầm quan trọng cốt lõi của phân tích vấn đề đối với lãnh đạo, quản lý cấp phòng là:","Phát triển tư duy sáng tạo, tư duy phản biện.",Cải thiện kỹ năng  thuyết phục nhân viên.,Cải thiện tốc độ ra quyết định.,,1,"Tiểu mục 3.1; Phần 3, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
433,"Phân loại vấn đề trong doanh nghiệp theo mức độ ảnh hưởng, vấn đề nào có tầm ảnh hưởng rộng và lâu dài tới hoạt động của doanh nghiệp?",Vấn đề chiến lược.,Vấn đề quan trọng.,Vấn đề khẩn cấp.,Vấn đề thường xuyên.,1,"Tiểu mục 3.1; Phần 3, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
434,"Phân loại vấn đề trong doanh nghiệp theo mức độ khẩn cấp, vấn đề nào cần giải quyết ngay?",Vấn đề không quan trọng nhưng khẩn cấp,Vấn đề quan trọng nhưng không khẩn cấp,Vấn đề quan trọng và khẩn cấp,Vấn đề không quan trọng và không khẩn cấp,3,"Tiểu mục 3.1; Phần 3, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
435,"Khi xác định loại vấn đề để giải quyết, người lãnh đạo doanh nghiệp cần phải tìm câu trả lời cho câu hỏi nào sau đây?",Vấn đề xảy ra có phải xuất phát từ lỗi hệ thống không?,Vấn đề có tính lặp lại hay ngẫu nhiên không?,Vấn đề có tính nghiêm trọng nhất là gì?,Tất cả các đáp án trên.,4,"Tiểu mục 3.1; Phần 3, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
436,"""Phát hiện ra vấn đề, xâu chuỗi, liên hệ các thông tin/dữ kiện để thấu hiểu toàn diện vấn đề"" thuộc kỹ năng nào sau đây?",Kỹ năng phân tích vấn đề.,Kỹ năng bán hàng.,Kỹ năng xây dựng kế hoạch.,,1,"Tiểu mục 3.1; Phần 3, Chuyên đề 5, tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
437,"Trong các vấn đề sau, vấn đề nào cần được ưu tiên xử lý, giải quyết đầu tiên?",Lỗi trong quá trình cung cấp dịch vụ làm khách hàng đang bức xúc và đã đưa lên trang mạng xã hội.,Mâu thuẫn giữa một vài nhân viên trong bộ phận làm việc.,Khả năng giao tiếp của nhân viên còn hạn chế.,Một vài nhân viên mới chưa nắm vững nghiệp vụ.,1,"Tiểu mục 3.1; Phần 3, Chuyên đề 5, tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
438,Mục đích nâng cao năng lực làm việc của đội ngũ nhân viên là gì?,"Đảm bảo nhân viên tuân thủ tuyệt đối các quy định, quy trình nghiệp vụ.","Thúc đẩy sự phát triển của doanh nghiệp, chia sẻ gánh nặng công việc, tiết kiệm được thời gian và chi phí thực hiện.","Nâng cao kỹ năng xử lý công văn, giấy tờ.",Mở rộng quy mô kinh doanh. ,2,"Tiểu mục 4.1; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
439,Hoạt động kèm cặp và hướng dẫn nhân viên được thực hiện bởi:,"Cán bộ quản lý, lãnh đạo trực tiếp.",Cán bộ có kinh nghiệm.  ,Cán bộ lãnh đạo.,Tất cả các đáp án trên.,4,"Tiểu mục 4.1; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
440,Hình thức đào tạo trong công việc là gì?,Cử người lao động tham gia học tập tại các cơ sở đào tạo chính quy.,"Hướng dẫn, kèm cặp trực tiếp tại nơi làm việc.",Kết hợp với các tổ chức đào tạo để mở lớp đào tạo theo yêu cầu.,,2,"Tiểu mục 4.1; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
441,"Khi trưởng phòng hướng dẫn nhân viên giao dịch về tác phong, thái độ phục vụ khách hàng, xử lý phàn nàn của khách hàng, đây là phương pháp đào tạo nào?",Đào tạo kiểu phòng thí nghiệm.,"Hướng dẫn, kèm cặp trong công việc.",Đào tạo theo kiểu chương trình hoá với sự trợ giúp của máy tính.,Đào tạo trong ngắn hạn.,2,"Tiểu mục 4.1; Phần 4, Chuyên đề 5,  tài liệu Chương trình đào tạo lãnh đạo quản lý cấp phòng 2022"
